f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,target
0.304717093706131,-1.039984107017517,0.7504512071609497,0.9405646920204163,-1.9510351419448853,-1.3021794557571411,0.12784039974212646,-0.31624260544776917,-0.01680115796625614,-0.8530439138412476,0.879397988319397,0.7777919173240662,0.06603069603443146,1.1272412538528442,0.46750932931900024,-0.8592924475669861,0.36875078082084656,-0.9588826298713684,0.8784502744674683,-0.04992591217160225,-0.32545676827430725
-0.18486236035823822,-0.6809295415878296,1.222541332244873,-0.15452948212623596,-0.4283278286457062,-0.35213354229927063,0.5323091745376587,0.3654440641403198,0.4127326011657715,0.4308210015296936,2.1416475772857666,-0.40641501545906067,-0.5122427344322205,-0.8137727379798889,0.6159794330596924,1.1289722919464111,-0.11394745856523514,-0.8401564955711365,-0.824481189250946,0.6505928039550781,-0.20758934319019318
0.7432541847229004,0.543154239654541,-0.6655097007751465,0.23216132819652557,0.11668580770492554,0.21868859231472015,0.8714287877082825,0.2235955446958542,0.6789135336875916,0.06757906824350357,0.2891193926334381,0.6312882304191589,-1.4571558237075806,-0.3196712136268616,-0.47037264704704285,-0.6388778686523438,-0.27514225244522095,1.4949413537979126,-0.8658311367034912,0.9682783484458923,0.5287701487541199
-1.682869791984558,-0.33488503098487854,0.16275306046009064,0.5862223505973816,0.7112265825271606,0.7933472394943237,-0.3487250804901123,-0.46235179901123047,0.8579759001731873,-0.19130432605743408,-1.275686264038086,-1.1332871913909912,-0.9194523096084595,0.49716073274612427,0.14242573082447052,0.6904853582382202,-0.4272526502609253,0.15853969752788544,0.6255903840065002,-0.3093465268611908,-1.0018913745880127
0.4567752480506897,-0.6619259119033813,-0.3630538582801819,-0.3817378878593445,-1.1958396434783936,0.48697248101234436,-0.46940234303474426,0.012494118884205818,0.48074665665626526,0.44653117656707764,0.6653851270675659,-0.09848548471927643,-0.42329829931259155,-0.0797182098031044,-1.687334418296814,-1.4471124410629272,-1.3226996660232544,-0.9972468018531799,0.3997742235660553,-0.9054790735244751,0.004728096071630716
-0.37816256284713745,1.299228310585022,-0.3562639653682709,0.7375155687332153,-0.9336176514625549,-0.2054375559091568,-0.9500220417976379,-0.3390330672264099,0.8403081297874451,-1.7273204326629639,0.43442365527153015,0.2377355992794037,-0.5941499471664429,-1.4460577964782715,0.0721295103430748,-0.5294927358627319,0.2326762080192566,0.021852144971489906,1.6017788648605347,-0.23935562372207642,0.30436429381370544
-1.023497462272644,0.17927563190460205,0.21999669075012207,1.3591876029968262,0.8351112604141235,0.3568710684776306,1.4633028507232666,-1.1887630224227905,-0.6397515535354614,-0.9265759587287903,-0.38980981707572937,-1.3766860961914062,0.6351509690284729,-0.222222700715065,-1.4708062410354614,-1.015579104423523,0.313513845205307,0.838126540184021,1.996730923652649,2.913862466812134,-0.3848419785499573
0.41440942883491516,-0.9895381331443787,-2.1320462226867676,0.26771146059036255,-0.8129410743713379,-0.4153572618961334,-0.6120967864990234,-0.1407908797264099,1.0659801959991455,0.1570485681295395,-0.15863484144210815,-1.0356537103652954,-1.6746829748153687,-0.48630791902542114,-0.05378255248069763,1.7679299116134644,0.13027451932430267,0.9827395081520081,-0.49929559230804443,-1.1849437952041626,-0.10244907438755035
-0.9651167392730713,-0.7252260446548462,2.128469705581665,-0.8213866949081421,0.8384891748428345,-0.9029271602630615,0.9315730333328247,0.3849509656429291,-0.15663789212703705,-0.0407625250518322,-0.6547877192497253,0.44607219099998474,-0.4549834728240967,-1.2256057262420654,-1.2779375314712524,0.17258791625499725,1.5790913105010986,0.15999160706996918,-0.11863832920789719,0.2858261466026306,-0.8140369057655334
1.3060017824172974,0.21938249468803406,-0.4109272360801697,1.1062886714935303,0.428756445646286,1.53575599193573,0.18323443830013275,-1.2244690656661987,-1.3681591749191284,1.6509279012680054,1.723665714263916,-0.17951920628547668,-0.38318732380867004,1.4614442586898804,-1.1070456504821777,-0.8947269916534424,0.6433268189430237,-0.3946051299571991,-0.0051218667067587376,-0.16344289481639862,0.6119611859321594
